Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Lneg_g16285,12.88143015,2.60683954,0.580572121,17.7715133,2.49085E-05,0.000349505,
Lneg_g03801,2130.372977,2.599428033,0.272475136,77.62936798,1.24308E-18,2.63384E-15,
Lneg_g09613,88.78465087,2.598819402,0.661529528,12.06430929,0.000513963,0.003867137,
Lneg_g08058,33.16757607,2.593463779,0.438411715,33.15243123,8.52098E-09,5.04309E-07,
Lneg_g09466,1871.857672,2.584566394,0.431723869,31.17353407,2.35961E-08,1.19606E-06,
LnegOR60,4.443107923,2.570284525,0.872918078,7.909785686,0.004916809,0.023222773,
Lneg_g11896,8.014963761,2.53494043,0.884325608,6.59446738,0.010229615,0.041328299,
Lneg_g11084,1733.41452,2.500769597,0.388662836,34.62823953,3.99075E-09,2.71013E-07,
Lneg_g09385,61.83598889,2.487361625,0.288059499,71.47370264,2.80978E-17,4.2524E-14,
Lneg_g06012,874.6910465,2.471643818,0.318014931,53.34446538,2.79899E-13,7.41312E-11,
Lneg_g14479,294.166188,2.456085128,0.38574769,35.25049085,2.89909E-09,2.13284E-07,
Lneg_g13686,351.0986575,2.447790258,0.401527926,31.17759692,2.35468E-08,1.19606E-06,
Lneg_g11307,685.8414431,2.436280687,0.323160619,50.07381548,1.4807E-12,3.41011E-10,
Lneg_g00607,28047.50409,2.432662416,0.419006788,28.90410892,7.60514E-08,3.13498E-06,
Lneg_g08375,127.0840516,2.423568234,0.392841698,35.92975253,2.04561E-09,1.61725E-07,
Lneg_g15421,15023.0108,2.395703836,0.412476687,30.41418236,3.48967E-08,1.68044E-06,
Lneg_g11799,1765.599768,2.392876952,0.300497207,56.33525946,6.11097E-14,2.2324E-11,
Lneg_g13629,44.1465099,2.3368397,0.803762023,7.312125729,0.006849086,0.030270845,
Lneg_g03894,370.6810309,2.334879713,0.30706685,54.51656905,1.54143E-13,4.56631E-11,
Lneg_g04478,3784.282743,2.328972325,0.47674945,17.0497561,3.64131E-05,0.00047183,
Lneg_g10275,5.778341212,2.314206374,0.855896141,7.069019629,0.007842816,0.03374588,
Lneg_FASg177,137.1936342,2.312447052,0.32391111,48.341534,3.58087E-12,6.8974E-10,
Lneg_g01646,7.373802788,2.310810302,0.82270361,6.371406236,0.011597366,0.045810027,
Lneg_g00048,2378.214665,2.307388769,0.339375371,41.94907045,9.36819E-11,1.20675E-08,
Lneg_g13942,388.6868343,2.301416264,0.364181375,36.67623939,1.39469E-09,1.21109E-07,
Lneg_g08463,159.6126617,2.268752449,0.314271127,48.80515679,2.82696E-12,5.75938E-10,
Lneg_g00749,1864.564421,2.253649619,0.496417552,18.25114207,1.9361E-05,0.000284875,
Lneg_g11943,18.0350995,2.251802983,0.476441517,20.1445719,7.18037E-06,0.000126151,
Lneg_g09143,865.5135293,2.249968637,0.493805206,18.9503979,1.34161E-05,0.000213409,
Lneg_g07131,393.5359452,2.239877881,0.356940337,37.50787813,9.10445E-10,8.38718E-08,
Lneg_FASg062,11.68870151,2.223139226,0.389744903,32.42332413,1.23989E-08,6.98693E-07,
Lneg_g16455,5.417014289,2.206993545,0.76907007,6.366723584,0.011628009,0.045896845,
Lneg_g06829,219.0391283,2.193283605,0.449998539,20.65622784,5.49581E-06,0.000101257,
Lneg_g09612,8397.208873,2.185509393,0.667960769,9.328362052,0.00225634,0.0126184,
Lneg_g08709,3004.352558,2.177872622,0.722544455,7.243037222,0.007117648,0.031197501,
Lneg_g13227,20.56407479,2.162281498,0.470185913,19.08721076,1.24879E-05,0.000199844,
Lneg_g08992,2647.902051,2.155713841,0.254242696,62.28440663,2.9727E-15,1.82888E-12,
Lneg_g07895,18.15357057,2.142781956,0.567018842,11.66398936,0.000637215,0.004592286,
Lneg_g07492,5.797424363,2.140689379,0.625503878,9.76078413,0.001782739,0.010515775,
Lneg_g05381,2309.356151,2.137560498,0.257933901,65.99576941,4.51892E-16,3.98945E-13,
Lneg_g10976,6.352916883,2.127941124,0.740738695,6.262285695,0.012333498,0.048001865,
Lneg_g13492,583.1362439,2.123159821,0.408799985,25.87080818,3.65048E-07,1.1018E-05,
Lneg_g08825,156.4333139,2.122533442,0.460646713,20.27047116,6.72302E-06,0.000119704,
Lneg_g01052,30.78077361,2.121082288,0.356036998,33.8723652,5.88487E-09,3.68901E-07,
Lneg_g16403,721.9686629,2.103969368,0.317037147,41.38374093,1.25094E-10,1.52327E-08,
Lneg_g04499,1450.292943,2.098565468,0.484819399,15.58391502,7.89231E-05,0.000871858,
Lneg_g08647,200.5409086,2.095261131,0.378262225,26.51327799,2.61733E-07,8.638E-06,
Lneg_g01119,368.4070078,2.083314107,0.310481157,39.44727715,3.37037E-10,3.53522E-08,
Lneg_g10353,3458.283634,2.062231677,0.224919418,79.01580699,6.1615E-19,1.63187E-15,
Lneg_g14280,440.1272206,2.060187996,0.385894845,27.18785982,1.84614E-07,6.5852E-06,
Lneg_g13744,74.88908281,2.051783179,0.415142668,21.19225268,4.1544E-06,7.94436E-05,
Lneg_g10026,32.30432975,2.044316041,0.364695584,29.35336655,6.03116E-08,2.64025E-06,
Lneg_g00098,14.7490379,2.044262259,0.40543296,25.02343965,5.66376E-07,1.58735E-05,
Lneg_g05773,4258.044148,2.021100466,0.381679541,26.22312162,3.04159E-07,9.61868E-06,
Lneg_g04482,49.41111959,2.014506769,0.329651449,35.9683907,2.00545E-09,1.59742E-07,
Lneg_g13660,9.776004804,2.00117549,0.705014589,6.830071164,0.008963569,0.037293488,
Lneg_g11884,381.5364302,1.994829455,0.393312212,23.48775172,1.25712E-06,3.00629E-05,
Lneg_g08805,2190.717615,1.985885049,0.2324299,68.86573182,1.054E-16,1.39577E-13,
LnegCSP11,9994.05368,1.984222094,0.311905537,38.51869195,5.42318E-10,5.27093E-08,
Lneg_g16556,5308.663874,1.982278931,0.278166426,48.3900195,3.49342E-12,6.88159E-10,
Lneg_g13647,438.0177693,1.975324316,0.305346676,40.16988543,2.3281E-10,2.54266E-08,
Lneg_g15937,181.3004561,1.971163795,0.401357704,21.74590777,3.11253E-06,6.3534E-05,
Lneg_g08586,9.731590641,1.965038139,0.434060364,20.64581226,5.52579E-06,0.000101456,
Lneg_g10809,128.2881836,1.959612947,0.471962308,13.72245041,0.000211906,0.001931054,
Lneg_g02515,447.6929268,1.95631631,0.551550876,11.58487316,0.000664905,0.004742417,
Lneg_g06684,4743.192683,1.95360017,0.236850943,63.44019444,1.6531E-15,1.09456E-12,
Lneg_g03738,24.63245939,1.95053491,0.536674282,12.09678125,0.000505089,0.003816631,
Lneg_g11820,129.8192218,1.942786766,0.398092873,23.02292833,1.60081E-06,3.61685E-05,
Lneg_g16465,369.1268462,1.936808499,0.296453429,38.97768308,4.28678E-10,4.36675E-08,
Lneg_g00074,19.80015478,1.93435254,0.414345518,19.28528502,1.12571E-05,0.000184323,
Lneg_g00461,187.9124348,1.931849808,0.422591431,17.69735494,2.58986E-05,0.000360066,
Lneg_g14407,234.8714359,1.929523941,0.359295458,26.89043318,2.15322E-07,7.37675E-06,
Lneg_g09376,5454.184564,1.906390629,0.307594211,36.2735887,1.71472E-09,1.4082E-07,
Lneg_g12311,973.8224326,1.903212084,0.613176047,8.097844885,0.004431792,0.021418981,
Lneg_g06380,808.9261961,1.901498462,0.290397835,41.28329023,1.3169E-10,1.58537E-08,
Lneg_g11488,2376.185379,1.899114216,0.431423385,16.81437784,4.12198E-05,0.000517397,
Lneg_g06120,971.7580228,1.897576463,0.233520879,63.94563622,1.279E-15,9.03317E-13,
Lneg_g09378,979.5620424,1.88611069,0.366036655,25.20383994,5.15794E-07,1.47441E-05,
Lneg_g05000,6723.076524,1.885442471,0.490064192,13.52025769,0.000236002,0.002120615,
Lneg_g10289,2644.205708,1.879006481,0.270689996,46.32981397,9.99317E-12,1.58011E-09,
Lneg_g12983,84.23779008,1.874208907,0.447619126,15.14911458,9.93449E-05,0.00103998,
Lneg_g03423,60.31938417,1.870164941,0.437128938,16.78606859,4.18393E-05,0.000523894,
Lneg_g00368,6.091778596,1.867704951,0.610073084,9.423480669,0.002142245,0.012058951,
Lneg_g13844,19.84974112,1.855014074,0.695648215,6.201337639,0.01276538,0.049374384,
Lneg_g10850,1635.632855,1.854012717,0.398657431,18.79512908,1.45538E-05,0.000227745,
Lneg_g03365,893.5251858,1.85232875,0.317325333,32.14926514,1.42771E-08,7.80567E-07,
Lneg_g04600,17.19460292,1.851678389,0.455780972,15.64837196,7.62782E-05,0.000853317,
Lneg_g11570,117.9008771,1.844309393,0.267585324,43.60205223,4.02417E-11,5.53663E-09,
Lneg_g06745,287.3018835,1.834696859,0.465901789,12.39440113,0.000430623,0.003356895,
Lneg_g05385,443.6498748,1.831022645,0.404241836,16.72418688,4.32264E-05,0.000537489,
Lneg_g01044,350.8709651,1.82667988,0.324690993,28.43997997,9.66487E-08,3.84923E-06,
Lneg_g08063,193.3099086,1.825639292,0.408901955,19.38618558,1.06777E-05,0.000176198,
Lneg_g14455,2510.16476,1.824819664,0.422289997,15.27045306,9.31624E-05,0.000989933,
Lneg_g06341,5.363845128,1.81276671,0.637967766,7.701966983,0.005516068,0.025507301,
Lneg_g07692,19.10089311,1.807094185,0.425303958,17.17247421,3.41347E-05,0.000448161,
LnegCSP8,19256.48757,1.805278446,0.263869313,45.53840341,1.49675E-11,2.23332E-09,
Lneg_g09682,32.54282545,1.801495083,0.428667134,15.7074023,7.39343E-05,0.000829724,
Lneg_g00563,32.46580686,1.799170867,0.405779522,18.71602644,1.51702E-05,0.000234961,
Lneg_g00004,7.609844741,1.796725022,0.578852961,9.016762748,0.002675148,0.014306166,
Lneg_g05497,212.3086725,1.795577536,0.51552894,10.92533015,0.000948583,0.006311433,
Lneg_g13886,588.7655585,1.795557314,0.252210722,47.94815187,4.3764E-12,7.85824E-10,
LnegOR55,10.24575068,1.781784094,0.416528033,18.48151118,1.71561E-05,0.000258905,
Lneg_g13888,10.91237559,1.779140188,0.622566541,7.640040286,0.005708664,0.026203461,
Lneg_g14425,622.468742,1.77599165,0.320609128,29.86781356,4.62528E-08,2.14913E-06,
Lneg_g14301,317.9416164,1.773176446,0.544433476,8.313715924,0.003934681,0.019569958,
Lneg_g10357,757.1447864,1.77184235,0.218580547,64.28046586,1.0791E-15,8.16573E-13,
Lneg_g00073,876.5989693,1.755419373,0.276963971,37.64436523,8.48915E-10,7.95877E-08,
Lneg_g01325,21.84221344,1.75086176,0.562216749,8.559071712,0.003438047,0.017482267,
Lneg_g11411,7.068341405,1.748919599,0.633151429,6.726689252,0.009498073,0.038944081,
Lneg_g04746,15.2984467,1.747424319,0.383188032,20.29670181,6.63148E-06,0.000118522,
Lneg_g09321,673.8424886,1.746420877,0.344311105,23.14192246,1.50474E-06,3.44303E-05,
Lneg_g00096,316.6258937,1.742479202,0.291798002,33.28892351,7.94338E-09,4.72765E-07,
Lneg_g13515,2758.698967,1.736187735,0.234516244,53.89824419,2.11146E-13,5.7356E-11,
Lneg_g00120,203.9771626,1.72617096,0.321859464,27.0994625,1.93252E-07,6.76892E-06,
LnegOBP3,8408.566214,1.720197858,0.269766599,38.64868637,5.07374E-10,5.07087E-08,
Lneg_g04008,2804.732673,1.718282475,0.247043448,47.47446016,5.57253E-12,9.5906E-10,
Lneg_g04656,957.3944152,1.710614314,0.314050633,29.40177815,5.88236E-08,2.59657E-06,
Lneg_g14001,840.916375,1.704434358,0.450783946,12.19216178,0.000479907,0.003652398,
Lneg_g11774,679.9353375,1.700218274,0.315493409,26.22567086,3.03758E-07,9.61868E-06,
Lneg_g13493,1303.90459,1.698707598,0.255575765,43.01204831,5.44038E-11,7.29562E-09,
Lneg_g12415,10.46446502,1.697389828,0.486932171,11.78022208,0.000598633,0.00435871,
Lneg_g07600,902.0302414,1.683056552,0.243425817,46.38668016,9.70732E-12,1.55817E-09,
Lneg_g10677,64.64719022,1.680408631,0.222799415,55.38981963,9.88471E-14,3.37802E-11,
Lneg_g14912,2827.57967,1.671826376,0.222528654,54.38144903,1.65114E-13,4.72762E-11,
Lneg_g14006,59.93373522,1.671648504,0.382019291,16.90053005,3.93906E-05,0.000501567,
Lneg_g00273,463.7228307,1.667480649,0.211771512,61.52154869,4.37924E-15,2.44177E-12,
Lneg_g14662,1213.171107,1.666938449,0.340304184,20.91934144,4.79033E-06,8.96622E-05,
Lneg_g11883,18.87326629,1.662594644,0.441115617,13.4119199,0.00025003,0.002205514,
Lneg_g01055,1032.602955,1.661603538,0.530012354,7.545531699,0.006015907,0.027224484,
Lneg_g06055,194.2444837,1.656297552,0.33196956,24.38642976,7.8822E-07,2.06183E-05,
Lneg_g02131,11.88838553,1.654509418,0.645465124,6.27936899,0.012215159,0.047751805,
Lneg_g13918,11.40867873,1.654386243,0.423099678,15.37876746,8.79713E-05,0.00094616,
Lneg_g12982,72.40316939,1.651337599,0.569956222,7.301874796,0.00688827,0.030376129,
Lneg_g07393,338.2447895,1.648249188,0.279511633,32.14697065,1.42939E-08,7.80567E-07,
Lneg_g12664,16.05559413,1.640901636,0.510745099,8.49492707,0.003561381,0.01799202,
Lneg_g03151,20.48098951,1.636668844,0.403840664,16.26423931,5.5094E-05,0.000655804,
Lneg_g03783,1471.933915,1.63410405,0.327426401,24.23874044,8.51031E-07,2.17774E-05,
Lneg_g15077,90.11463932,1.631337365,0.524321256,7.566374538,0.005946728,0.026999009,
Lneg_g09144,41.66235364,1.629750852,0.357267961,18.07498169,2.12374E-05,0.000306107,
Lneg_g08414,7.479227834,1.628721383,0.615964481,6.619118941,0.010088973,0.040904164,
Lneg_g11465,887.7397294,1.626397142,0.328224571,22.0886321,2.60347E-06,5.44007E-05,
Lneg_g09386,502.1384455,1.623141156,0.457986127,11.38401788,0.000740787,0.005218018,
Lneg_g09192,177.1918946,1.622008867,0.325213025,23.31682866,1.37393E-06,3.22736E-05,
Lneg_g13501,19.63153263,1.603403884,0.40706821,15.40820849,8.66112E-05,0.000935331,
Lneg_g09659,473.5187794,1.59477809,0.447271553,11.63033431,0.000648849,0.004662176,
Lneg_g04300,375.8454227,1.589694319,0.547751248,7.13470098,0.007560625,0.032759616,
Lneg_g02147,4533.719075,1.58879523,0.248039136,38.54559236,5.34894E-10,5.24991E-08,
Lneg_g06662,12.02378395,1.585683455,0.50761588,9.652404326,0.001891039,0.010989396,
Lneg_g06051,49676.40755,1.581581614,0.225028565,49.17856999,2.3369E-12,5.05247E-10,
Lneg_g11810,1010.126734,1.569043689,0.260378993,36.18773304,1.79195E-09,1.4603E-07,
Lneg_g01339,860.55408,1.566506226,0.367288286,17.54024686,2.8129E-05,0.000382049,
Lneg_g12312,5907.041028,1.563469789,0.49901112,8.410420796,0.003730763,0.018722739,
Lneg_g05408,2976.164294,1.56112503,0.198439732,59.86399649,1.01644E-14,4.68181E-12,
Lneg_g16770,991.9176272,1.560238208,0.535415239,6.986810076,0.008211257,0.034837827,
Lneg_g12313,1471.790268,1.556924554,0.539923141,7.009344896,0.008108534,0.034484871,
Lneg_g01705,1620.819374,1.555396498,0.437629151,9.865991579,0.001683619,0.010031643,
Lneg_g07650,872.7933494,1.551269811,0.333146035,19.12143475,1.2266E-05,0.000197186,
Lneg_g06443,247.8988783,1.549433425,0.282975973,29.79042757,4.81363E-08,2.21997E-06,
Lneg_g05164,580.2834161,1.543800136,0.345582942,17.51838764,2.84542E-05,0.000384986,
Lneg_g04689,390.6635853,1.54066519,0.214338158,50.86586407,9.88987E-13,2.3283E-10,
Lneg_g02357,27.00523229,1.535301219,0.337547105,20.2354757,6.84713E-06,0.000121709,
Lneg_g04984,401.5057286,1.534511665,0.543824292,6.487281934,0.010864898,0.04343499,
Lneg_g04780,790.8196746,1.533798613,0.24397945,36.97217896,1.19827E-09,1.05787E-07,
LnegCSP2,164.1994706,1.5335022,0.296715867,25.63608626,4.12257E-07,1.21656E-05,
Lneg_g05905,92.02669355,1.52879844,0.288667629,27.35026277,1.69741E-07,6.15836E-06,
Lneg_g05821,948.1777408,1.52747,0.19615163,58.34738211,2.19689E-14,9.69743E-12,
Lneg_g15569,523.2446768,1.522399186,0.241010421,38.42985634,5.67574E-10,5.46625E-08,
Lneg_g01246,17.00456708,1.521512969,0.345628905,17.98983616,2.22088E-05,0.000317945,
Lneg_g14724,21.48707518,1.517010058,0.536521886,7.293934872,0.006918778,0.030477143,
Lneg_g10325,1952.871056,1.511006232,0.220089919,46.27165947,1.02942E-11,1.59957E-09,
Lneg_g00824,72.54208788,1.509430887,0.519400749,6.813103258,0.009049137,0.03757999,
Lneg_g11566,515.0518288,1.508460552,0.283482192,28.09445085,1.15537E-07,4.50692E-06,
Lneg_g12314,693.4170245,1.503856868,0.536221993,6.923950035,0.008504891,0.035811135,
Lneg_g01484,3104.851807,1.502703205,0.383517834,14.51033028,0.000139393,0.00136861,
Lneg_g07256,162.7114417,1.501604574,0.409487104,12.63321056,0.000378954,0.003046006,
Lneg_g16668,469.1937416,1.496624646,0.289189143,25.89400774,3.60687E-07,1.09393E-05,
Lneg_g14015,13.32790237,1.493413562,0.349630926,17.59744245,2.72955E-05,0.000375057,
LnegOR111,8.020566667,1.477544064,0.477580785,8.768637649,0.003064543,0.015922396,
Lneg_g04009,1021.097312,1.476016519,0.528998089,6.70375985,0.009620982,0.039337972,
Lneg_g03436,187.681169,1.472093483,0.277385439,26.94317922,2.09525E-07,7.25396E-06,
Lneg_g06694,30.94935558,1.466719316,0.465103035,9.669181101,0.001873848,0.010937492,
Lneg_g04208,368.9654643,1.465479726,0.244540387,35.13025366,3.08373E-09,2.20736E-07,
Lneg_g00269,582.7652455,1.464580851,0.247760267,33.58197627,6.83229E-09,4.18389E-07,
Lneg_g06434,1155.739624,1.460731523,0.2249392,40.09281436,2.42178E-10,2.59155E-08,
Lneg_g08380,11.22524087,1.460673423,0.478882606,8.577786535,0.003402888,0.017363167,
Lneg_g06561,2671.8067,1.460313054,0.381214628,13.71244559,0.000213038,0.001938939,
Lneg_g08454,116.976578,1.455900599,0.355044045,15.51369228,8.19098E-05,0.00089459,
Lneg_g04200,1404.658299,1.454094082,0.271078634,27.55833063,1.52427E-07,5.5876E-06,
Lneg_g03047,72.59319493,1.452915406,0.282509973,26.52199968,2.60554E-07,8.62596E-06,
Lneg_g06949,225.37807,1.448569581,0.284363845,26.01691315,3.38439E-07,1.04228E-05,
Lneg_g12750,34.56826985,1.44734081,0.392667239,12.93371988,0.000322716,0.002685665,
LnegGR28,59.29904211,1.441921959,0.205557521,48.01584407,4.22789E-12,7.72246E-10,
LnegIR111,8.803480685,1.440179215,0.443003693,10.05366475,0.001520452,0.009289311,
Lneg_g05523,239.7766935,1.438684705,0.418446265,9.754661337,0.001788686,0.010533262,
Lneg_g01647,2295.56866,1.435660638,0.34691201,16.05942676,6.13853E-05,0.000711505,
Lneg_g02352,11.57439928,1.430802192,0.469651536,8.915665305,0.002827348,0.014916795,
Lneg_g12907,410.3894762,1.42805449,0.422409077,9.851156315,0.00169725,0.010095354,
Lneg_g08285,274.9295866,1.42388043,0.306916314,21.48371488,3.56846E-06,7.03991E-05,
Lneg_g15106,9.676401019,1.418029656,0.512495914,7.620796534,0.0057699,0.026415868,
Lneg_g04228,49.56679783,1.413792195,0.379732746,12.69762975,0.000366119,0.002960816,
Lneg_g09632,46.84194206,1.411169029,0.517161361,6.61808043,0.010094858,0.040912366,
Lneg_g04147,278.3182384,1.411064491,0.281184366,24.46560623,7.56483E-07,2.00419E-05,
Lneg_g03273,93.59517999,1.410234921,0.459652582,7.890966474,0.004968231,0.023423871,
Lneg_g00606,205.4381706,1.409471536,0.289016986,23.36131777,1.34251E-06,3.16645E-05,
Lneg_g06369,2886.812393,1.409295419,0.373569949,12.21865504,0.00047314,0.003619096,
Lneg_g03886,20.94077549,1.40850181,0.517969256,6.734695925,0.009455535,0.038826332,
Lneg_g02270,7.956018962,1.408426339,0.461990823,8.548445383,0.003458174,0.017562751,
Lneg_g09503,39.34581029,1.406101675,0.482104719,8.231741726,0.004116401,0.020264474,
Lneg_g00789,2960.617718,1.402989879,0.18357764,58.04298672,2.56452E-14,1.08674E-11,
Lneg_g13079,200.301784,1.402921146,0.344445799,16.04542755,6.18408E-05,0.000716001,
Lneg_g13963,608.4405239,1.402691787,0.323787823,17.60973397,2.71197E-05,0.00037361,
Lneg_g02761,2447.774164,1.402206432,0.466619347,7.936413945,0.004844975,0.022986155,
Lneg_g14456,584.3348767,1.401369798,0.380318181,12.15135001,0.000490523,0.003727838,
Lneg_g01054,458.9987868,1.398058846,0.365240429,13.89789252,0.000193015,0.001784292,
Lneg_g10471,5095.51937,1.397864137,0.286464348,23.15411115,1.49523E-06,3.43611E-05,
Lneg_g13383,1035.058353,1.394877086,0.298118537,20.8444899,4.98123E-06,9.24189E-05,
Lneg_g16273,193.0920493,1.394199639,0.233877527,34.89438977,3.48082E-09,2.41019E-07,
Lneg_g01768,16.4585492,1.390331875,0.400076952,11.83625107,0.000580887,0.004258763,
Lneg_g09655,1599.651935,1.390039507,0.29663067,21.34156362,3.84308E-06,7.45671E-05,
Lneg_g16963,137.9218814,1.389980429,0.264556331,27.6985878,1.41766E-07,5.30594E-06,
Lneg_g10067,291.7487706,1.389075823,0.25036283,30.89226923,2.72756E-08,1.36301E-06,
Lneg_g10762,1040.753537,1.386646308,0.271397716,24.07024224,9.28847E-07,2.3485E-05,
Lneg_g16408,790.4813263,1.381744607,0.221889744,38.54447909,5.352E-10,5.24991E-08,
Lneg_g09658,1950.740049,1.381049121,0.368676536,12.94067541,0.000321519,0.002682025,
Lneg_g01168,90.5063652,1.379373115,0.320709053,17.96024765,2.25567E-05,0.00032119,
Lneg_g01560,6.681191528,1.378565329,0.516908514,7.016940041,0.00807421,0.034407956,
Lneg_g04168,82.71583745,1.374766568,0.330513995,16.83806163,4.07086E-05,0.000512802,
Lneg_g02962,17.66153769,1.371363864,0.347189267,15.73255392,7.29577E-05,0.000821375,
Lneg_g01756,227.3079588,1.369626076,0.314749285,17.96773207,2.24682E-05,0.000320792,
Lneg_g10341,14.40871012,1.367131813,0.346668057,15.57347143,7.93603E-05,0.000875774,
Lneg_g12165,162.1323624,1.364549114,0.27631365,22.90315677,1.70372E-06,3.80785E-05,
Lneg_g00836,1197.651267,1.360581515,0.304303693,20.00036872,7.74272E-06,0.00013469,
Lneg_g15439,1090.902005,1.358984478,0.229897412,33.58343009,6.82718E-09,4.18389E-07,
Lneg_g08938,1794.412191,1.354145293,0.25371935,26.69319739,2.3846E-07,7.96921E-06,
