Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Lneg_g13522,25.05460604,-3.054495968,0.702385841,11.00098095,0.000910637,0.006102015,
Lneg_g08513,10.53882398,-2.895265295,0.688177147,8.973239954,0.002739624,0.014570066,
Lneg_g09860,47.56131745,-2.857726243,0.681564416,9.073570006,0.002593303,0.014002778,
Lneg_g11983,81.78595404,-2.808381276,0.609482515,15.15062888,9.92652E-05,0.00103998,
Lneg_g07580,151.3769299,-2.762540194,0.579164501,11.23338265,0.000803391,0.005544705,
Lneg_g14598,33.85892014,-2.760637173,0.558532842,16.68338422,4.41661E-05,0.000546608,
Lneg_g10871,270.3016548,-2.722473715,0.439880077,25.48515993,4.45799E-07,1.31189E-05,
Lneg_g10562,34.08641998,-2.674230579,0.459680892,22.02495276,2.69129E-06,5.56865E-05,
Lneg_g14399,6.028006184,-2.648822876,0.85532957,6.416341827,0.011307485,0.044899362,
Lneg_g08282,83.45818757,-2.647522004,0.457108004,25.89015321,3.61408E-07,1.09393E-05,
Lneg_g14633,946.075051,-2.644818258,0.387627269,31.77934719,1.7272E-08,9.14896E-07,
Lneg_g02994,87.39828762,-2.608598013,0.624538352,12.20467396,0.000476699,0.003633203,
LnegIR105,7.507740279,-2.58788986,0.778687773,6.626834211,0.010045364,0.040805441,
Lneg_g14410,742.4525464,-2.582411942,0.757649049,8.877601767,0.002886905,0.015140532,
Lneg_g02946,35.80993213,-2.472146195,0.43497251,25.28495226,4.94552E-07,1.42922E-05,
Lneg_g03472,33.12264381,-2.46727169,0.657652617,8.372650565,0.003809097,0.019038903,
Lneg_g15600,327.025701,-2.439058104,0.365531907,33.78491234,6.15544E-09,3.83593E-07,
Lneg_g15851,5191.008139,-2.369062992,0.348228513,37.06333954,1.14354E-09,1.02666E-07,
Lneg_g08837,19563.96351,-2.364945209,0.323631343,42.92593845,5.68519E-11,7.52861E-09,
Lneg_g06535,11457.15297,-2.35680369,0.337672853,37.43004382,9.47512E-10,8.6534E-08,
Lneg_g09586,69.28828096,-2.348094342,0.651035,8.937860561,0.002793197,0.01478817,
Lneg_g00719,23.44286068,-2.340568981,0.812759566,6.31139699,0.011996428,0.047103537,
Lneg_g03425,16.26505896,-2.324447284,0.469522177,20.94478368,4.72713E-06,8.89507E-05,
Lneg_g05955,27.29772515,-2.323906103,0.613267187,10.90459258,0.000959261,0.006347542,
Lneg_g10502,140.9746004,-2.318398832,0.414938557,25.96086377,3.48409E-07,1.0637E-05,
LnegKA.5,476.2039257,-2.31283864,0.39695593,26.05799946,3.31313E-07,1.0263E-05,
Lneg_g02497,4864.286663,-2.305540569,0.415179338,23.01875267,1.60429E-06,3.61685E-05,
Lneg_g02392,40.84681098,-2.298852717,0.436588761,22.31569933,2.31308E-06,4.92063E-05,
Lneg_g10307,133.246791,-2.295858856,0.365882545,27.76727475,1.36821E-07,5.1583E-06,
Lneg_g13505,97.02043974,-2.29561211,0.495800922,14.10029932,0.000173316,0.001626317,
Lneg_g03657,77.03449896,-2.260505413,0.457991519,16.127565,5.92159E-05,0.000694721,
Lneg_g02606,47.88949495,-2.258208479,0.410173066,23.61615977,1.17596E-06,2.86393E-05,
Lneg_g06467,11.28724086,-2.225799783,0.585294544,11.68188115,0.000631117,0.004560745,
LnegIR75,50.7013888,-2.207573292,0.463896577,14.28912811,0.000156768,0.001501625,
Lneg_g05854,7265.80212,-2.207094048,0.36242144,27.11699094,1.91507E-07,6.74989E-06,
Lneg_g01141,438.4528329,-2.196717592,0.360636864,31.04455356,2.52173E-08,1.26612E-06,
Lneg_g12019,294.2802466,-2.193785971,0.415096569,22.55336988,2.04386E-06,4.44612E-05,
Lneg_g15237,842.0162447,-2.164867607,0.323856188,36.28241628,1.70697E-09,1.4082E-07,
Lneg_g15108,584.2782614,-2.136850231,0.470043776,14.43866469,0.000144799,0.001412521,
Lneg_g09428,7.743777913,-2.128764488,0.52664411,14.83899483,0.000117089,0.00120198,
Lneg_g04336,1717.055198,-2.111368765,0.32472299,34.04367599,5.38888E-09,3.48108E-07,
Lneg_g09580,159.423188,-2.107897972,0.455544333,14.58477064,0.000133993,0.001332285,
Lneg_g04654,13.57105119,-2.102274113,0.497309333,14.56209959,0.000135615,0.001339162,
Lneg_g15222,17.75538986,-2.08652133,0.520969442,13.81044232,0.000202209,0.001853935,
Lneg_g02999,190.4557452,-2.083638335,0.404058281,22.42509864,2.185E-06,4.71444E-05,
Lneg_g16921,1323.823864,-2.080168746,0.32242934,36.29628736,1.69486E-09,1.4082E-07,
Lneg_g08579,14.54681754,-2.063632189,0.541552987,12.42966707,0.000422567,0.003308704,
Lneg_g07733,14.23940859,-2.059345364,0.553005027,11.36642041,0.000747839,0.005260692,
LnegIR103,24.55064013,-2.02971045,0.517348536,10.74551189,0.001045325,0.006798143,
Lneg_g03334,335.1375496,-2.026721565,0.300622777,39.20750949,3.81072E-10,3.91949E-08,
Lneg_g10868,115.1910094,-2.022793355,0.531567033,9.568373769,0.001979581,0.011342173,
Lneg_g02447,1037.288601,-1.977822254,0.402439893,19.94643114,7.96425E-06,0.000137192,
Lneg_g00758,2725.958586,-1.968511447,0.246071363,54.71752497,1.3916E-13,4.46745E-11,
Lneg_g03484,18.47942997,-1.963736183,0.571009618,7.8151747,0.005180934,0.024254005,
Lneg_g11138,29.40430376,-1.94935958,0.551483552,9.134306668,0.002508605,0.013600902,
Lneg_g12167,128.7959675,-1.945953201,0.496964661,8.169306711,0.004260519,0.020780818,
Lneg_g08347,11.20050546,-1.91494392,0.615349764,7.933703865,0.004852237,0.023002109,
Lneg_g15718,9.004860174,-1.905946144,0.597283495,7.933523885,0.00485272,0.023002109,
Lneg_g13488,365.580521,-1.894931621,0.265756439,43.22427021,4.88114E-11,6.6296E-09,
Lneg_FASg044,658.6646879,-1.893393617,0.28748843,35.25122286,2.898E-09,2.13284E-07,
Lneg_g04309,28842.91742,-1.87911605,0.292120487,34.41408168,4.45488E-09,2.94971E-07,
Lneg_g09489,542.8115138,-1.860145707,0.281709009,37.31532886,1.00492E-09,9.09922E-08,
Lneg_g04175,6102.265711,-1.856790496,0.383025062,19.67640193,9.17271E-06,0.000154247,
Lneg_g13524,13.09688131,-1.841375551,0.485464066,9.666607295,0.001876475,0.010946794,
Lneg_g01942,46.17363312,-1.832191293,0.535467051,9.887150642,0.001664369,0.00995614,
Lneg_g11487,94.42949462,-1.828675122,0.409461083,13.5959518,0.000226674,0.002047214,
Lneg_g16930,35544.98367,-1.816972225,0.314368437,28.95645892,7.40236E-08,3.09963E-06,
Lneg_g11623,4208.278576,-1.815071302,0.492465765,10.23617715,0.001377127,0.008556764,
Lneg_g15335,284.5195266,-1.803591507,0.380684043,18.87438133,1.39615E-05,0.000221089,
Lneg_g00065,154.4538491,-1.789719544,0.350005069,22.94856863,1.66394E-06,3.72719E-05,
Lneg_g09585,203.4221931,-1.788542036,0.423025055,13.05028104,0.000303239,0.002572068,
Lneg_g00395,476.927336,-1.776543647,0.271130777,36.34434313,1.65358E-09,1.39032E-07,
Lneg_g00590,23.38240232,-1.760962298,0.529850512,8.194843481,0.004200962,0.020556577,
Lneg_g07532,3252.157925,-1.757921631,0.286541863,32.20265467,1.38901E-08,7.66414E-07,
Lneg_g06089,143.1634895,-1.754126612,0.285582656,33.98650235,5.54957E-09,3.56316E-07,
Lneg_g05766,1265.142235,-1.74537511,0.279818884,32.3182516,1.30878E-08,7.29749E-07,
Lneg_g09331,239.7320661,-1.735755841,0.353334779,17.5277003,2.83152E-05,0.000384086,
Lneg_g14820,31.85346106,-1.731383394,0.492578036,8.285025114,0.003997335,0.019824185,
Lneg_g12351,176.7092917,-1.730932968,0.301399527,28.11240542,1.1447E-07,4.49843E-06,
Lneg_g14495,312.2994557,-1.727783873,0.342344554,21.25251798,4.02581E-06,7.74037E-05,
Lneg_g04606,36.79614531,-1.724888674,0.393047519,15.20948496,9.62189E-05,0.001013264,
Lneg_g00170,215.8245721,-1.720941414,0.270079523,34.44378897,4.38741E-09,2.94178E-07,
Lneg_g15641,18.6413461,-1.707979178,0.372084436,19.61935092,9.45072E-06,0.000158419,
Lneg_g00905,7.405113556,-1.693505822,0.617276281,6.877986391,0.008726382,0.036528376,
Lneg_g05839,14.06008159,-1.69280764,0.469887067,10.69521835,0.001074128,0.006942838,
Lneg_g14176,221575.685,-1.684130801,0.255325943,36.53590991,1.49879E-09,1.27026E-07,
Lneg_g04617,9999.102506,-1.678060081,0.375545101,14.97827532,0.000108756,0.001128464,
Lneg_g01392,24.43872868,-1.676377719,0.509119547,9.636563087,0.001907418,0.011073065,
Lneg_g01739,3810.880392,-1.674421178,0.212543678,54.61342392,1.4673E-13,4.56631E-11,
Lneg_g01913,8469.213692,-1.658208126,0.337780698,20.64836323,5.51843E-06,0.000101456,
Lneg_g05576,276.3435685,-1.653772687,0.236547395,40.47829889,1.98812E-10,2.2215E-08,
Lneg_g00349,29.67172045,-1.646528844,0.484490185,9.257438987,0.002345408,0.012921086,
Lneg_g01081,404612.3847,-1.645950651,0.305414628,25.03266982,5.63671E-07,1.58735E-05,
Lneg_g05802,17.62787244,-1.630802174,0.553299776,7.053981316,0.007908927,0.033921933,
Lneg_g04614,1195.333164,-1.628765891,0.463761243,8.595030323,0.003370816,0.017226447,
Lneg_g01362,157.0208163,-1.627715731,0.306372038,24.17328654,8.80451E-07,2.24219E-05,
Lneg_g11674,19.77290031,-1.621763521,0.440483084,11.97059479,0.000540467,0.004032187,
Lneg_g04284,482.7208075,-1.617264075,0.33759693,18.30483997,1.88228E-05,0.000279676,
Lneg_g03819,160.7086834,-1.606104909,0.329257331,17.84379405,2.398E-05,0.000338275,
Lneg_g08136,1382.75869,-1.596256978,0.476814943,9.880794004,0.001670129,0.009972206,
Lneg_g00661,10211.85321,-1.588813592,0.299238125,24.43813766,7.67345E-07,2.0222E-05,
LnegOR147,9.255773655,-1.582174644,0.485789324,9.878278476,0.001672413,0.009976097,
Lneg_g10644,59.17436187,-1.578517374,0.412033093,10.41170007,0.001252194,0.007905688,
Lneg_g16957,41.88726885,-1.567541987,0.372961014,14.36525707,0.000150555,0.001455271,
Lneg_g03795,10.92272393,-1.565071843,0.416688232,12.92522105,0.000324184,0.002694841,
Lneg_g05986,44.5160149,-1.561983421,0.32991005,20.28405957,6.67544E-06,0.000119057,
Lneg_g00350,38.02209196,-1.560745268,0.429865275,10.651027,0.001100098,0.007076162,
Lneg_g05580,1365.463231,-1.557032116,0.32413507,20.36131295,6.41129E-06,0.000115709,
Lneg_g02478,3425.94814,-1.549349302,0.279889661,27.62374555,1.47359E-07,5.42055E-06,
Lneg_g16173,233.8288747,-1.531080169,0.329679789,17.17889145,3.40196E-05,0.000448161,
Lneg_g12187,117.4523656,-1.526430484,0.303829926,20.60909963,5.63277E-06,0.000103242,
Lneg_g15733,16.07732493,-1.52560569,0.31364464,22.72494552,1.86925E-06,4.11702E-05,
Lneg_g15125,227.1888733,-1.523994864,0.243872821,34.96211956,3.36182E-09,2.3431E-07,
Lneg_g10586,798.9727548,-1.523651747,0.276054821,27.82731686,1.3264E-07,5.05464E-06,
Lneg_g07376,81.85566162,-1.522207867,0.315628483,18.7273782,1.50802E-05,0.00023439,
Lneg_g01121,17.75331987,-1.52010238,0.487711058,8.919753578,0.002821026,0.014890855,
Lneg_g02514,8.116527829,-1.519870958,0.486722399,8.975369578,0.002736432,0.014565466,
Lneg_g12080,12.72782557,-1.517702738,0.509694203,8.017562839,0.004632587,0.022207071,
Lneg_g12577,8.959516717,-1.507549399,0.557335973,6.392327598,0.011461464,0.045374721,
Lneg_g06373,16684.33786,-1.501529268,0.25316862,29.91856271,4.50578E-08,2.11214E-06,
Lneg_g07548,78.98014113,-1.497616646,0.322139872,18.12085627,2.07318E-05,0.000300045,
Lneg_g03997,110.0291083,-1.496090577,0.431271008,8.711885028,0.003161421,0.016369549,
Lneg_g02897,126.0796611,-1.495788131,0.311615629,18.85600289,1.40967E-05,0.00022255,
Lneg_g15637,124.3574155,-1.494662787,0.46169389,9.67947894,0.001863375,0.010888357,
Lneg_g01148,128.4155382,-1.491589912,0.359469344,15.3914366,8.73834E-05,0.000940792,
Lneg_g02596,15.59200858,-1.491474187,0.510256277,7.043235727,0.007956516,0.03407677,
Lneg_g12615,2680.629373,-1.480225293,0.201672612,48.12312856,4.00277E-12,7.57238E-10,
Lneg_g06744,50.64231986,-1.476231774,0.262709122,29.62587968,5.24006E-08,2.38254E-06,
Lneg_g13287,551.8370985,-1.471309635,0.251755765,30.30773225,3.68653E-08,1.75924E-06,
Lneg_g02507,16.39381978,-1.467851695,0.413142523,10.99673373,0.000912726,0.006112148,
Lneg_g06891,42.16630041,-1.463949366,0.362079973,13.3740903,0.000255124,0.00223926,
Lneg_g00631,473.5472718,-1.463195482,0.263077583,27.21560799,1.81984E-07,6.51625E-06,
Lneg_g05303,2624.340815,-1.459045236,0.288447871,23.44277,1.28685E-06,3.05335E-05,
Lneg_g14968,131.7808791,-1.443634003,0.298274296,20.0903319,7.38692E-06,0.000129565,
Lneg_g08725,420.283523,-1.438503276,0.260649301,24.78761647,6.40074E-07,1.74317E-05,
Lneg_g02995,1726.167189,-1.428161889,0.31514659,18.01204835,2.19511E-05,0.000315109,
Lneg_g00498,157.4598965,-1.427881549,0.368652596,13.86303902,0.000196628,0.001809795,
Lneg_g06504,114.2046767,-1.426013254,0.35733141,12.70022422,0.000365612,0.002958969,
Lneg_g05540,747.4491623,-1.424423528,0.422049237,10.00896109,0.001557804,0.009446693,
Lneg_g01476,11578.17571,-1.416613445,0.250451191,30.00211794,4.31575E-08,2.05027E-06,
Lneg_g05762,318.1162448,-1.414050464,0.327316702,14.72654524,0.000124284,0.001255162,
Lneg_g06526,8667.735178,-1.401784752,0.265166438,24.98895431,5.76597E-07,1.60749E-05,
Lneg_g07888,466.7554812,-1.396344559,0.388432486,11.53982495,0.000681211,0.004843453,
Lneg_g08994,17.42290012,-1.394024764,0.490148379,6.248173974,0.01243214,0.048314781,
Lneg_g16508,5863.95274,-1.389184769,0.227503998,32.83650914,1.00244E-08,5.89994E-07,
Lneg_g07847,53.02679109,-1.38106917,0.28129417,21.39828129,3.73105E-06,7.3018E-05,
Lneg_g11816,413.7984277,-1.379202438,0.251916244,24.72460671,6.61344E-07,1.79189E-05,
Lneg_g06715,117.1486667,-1.377763662,0.272826465,22.25056235,2.39289E-06,5.05993E-05,
Lneg_g11966,11092.35096,-1.375682717,0.20343418,41.42318956,1.22594E-10,1.51019E-08,
Lneg_g06343,1332.898339,-1.36553456,0.391062766,10.51419031,0.001184613,0.007532889,
Lneg_g12855,28307.38081,-1.356134517,0.217368452,35.48497725,2.57025E-09,1.95894E-07,
Lneg_g11546,2585.81831,-1.348613864,0.301631203,17.95718566,2.2593E-05,0.000321275,
Lneg_g12658,1232.489528,-1.348303185,0.219726938,34.66732151,3.91143E-09,2.6734E-07,
Lneg_g15152,144.5706269,-1.347515694,0.413782327,8.66706012,0.003240135,0.016671194,
Lneg_g12944,126.2473338,-1.347035286,0.344410364,12.07303533,0.000511563,0.003854554,
Lneg_g02772,20.29595098,-1.340992548,0.365983,12.72034229,0.0003617,0.002933136,
Lneg_g13284,169.8266277,-1.340578815,0.495513358,6.797062095,0.0091308,0.037859763,
Lneg_g16369,35.49114177,-1.339038075,0.450250073,6.304558651,0.012042789,0.047234842,
Lneg_g13745,1836.076779,-1.337795101,0.254845227,24.87849036,6.10599E-07,1.68455E-05,
Lneg_g05282,4655.835426,-1.331232788,0.284939821,19.5482615,9.809E-06,0.000163906,
Lneg_g10556,22039.54969,-1.32990317,0.215686138,33.91937762,5.74437E-09,3.64406E-07,
Lneg_g01635,1240.574015,-1.32818563,0.201412859,39.56002313,3.18129E-10,3.37026E-08,
Lneg_g15928,948.7081267,-1.321734369,0.240182266,26.00607058,3.40345E-07,1.04486E-05,
Lneg_g06483,69.63635833,-1.320438531,0.255570195,24.97165489,5.81794E-07,1.61772E-05,
Lneg_g06567,1352.598297,-1.314155431,0.25354329,24.33245804,8.10616E-07,2.09967E-05,
Lneg_g04319,165.4680453,-1.307935183,0.157326734,66.41735063,3.64876E-16,3.78947E-13,
LnegIR8a,64.31158404,-1.305575089,0.297117746,17.45437475,2.94286E-05,0.000395643,
Lneg_g11545,276.6355075,-1.302502523,0.241756875,26.12628093,3.19801E-07,1.00236E-05,
Lneg_g08896,69.06507272,-1.301123721,0.486240463,6.218215543,0.012644249,0.049031176,
Lneg_g11120,493.9484641,-1.300703003,0.239904904,26.92105782,2.11937E-07,7.29907E-06,
Lneg_g14834,70.23260735,-1.295847413,0.356892579,10.75298245,0.001041114,0.006779079,
Lneg_g05559,297.9150025,-1.29407783,0.243636481,25.04702094,5.59491E-07,1.5806E-05,
Lneg_g00534,302.9338929,-1.292006048,0.380907214,10.22027837,0.001389049,0.008620728,
Lneg_g15852,1957.930861,-1.291324922,0.234327862,28.09147009,1.15715E-07,4.50692E-06,
Lneg_g10034,801.3230151,-1.286821737,0.202542993,36.99787531,1.18258E-09,1.05279E-07,
Lneg_g02316,17437.93689,-1.277391368,0.221600376,30.64447477,3.09908E-08,1.50604E-06,
Lneg_g11544,59.99014468,-1.275382975,0.258403962,21.8502972,2.94771E-06,6.04024E-05,
Lneg_g15997,219.5949606,-1.272291296,0.258205027,21.55628361,3.43595E-06,6.88099E-05,
Lneg_g16324,821.5076344,-1.271482036,0.227411229,27.30287737,1.73952E-07,6.2682E-06,
Lneg_g15236,2036.935822,-1.267408447,0.247105077,24.10705348,9.11259E-07,2.30954E-05,
Lneg_g14514,784.4512542,-1.266191938,0.256307755,22.06735465,2.63249E-06,5.48988E-05,
Lneg_g02759,168.6080755,-1.260107014,0.28270094,18.1594532,2.03158E-05,0.00029564,
Lneg_g10834,348.9522543,-1.255335661,0.249121942,23.53566741,1.22619E-06,2.94276E-05,
Lneg_g08104,768.7421447,-1.251506837,0.331634507,12.10508726,0.000502844,0.003807816,
Lneg_g13252,112.1332942,-1.250267086,0.275016461,18.47791751,1.71884E-05,0.000259025,
Lneg_g04138,219.8058287,-1.245434106,0.207468121,33.33519626,7.7566E-09,4.64257E-07,
Lneg_g12644,753.1991669,-1.243142007,0.24786857,21.0257858,4.53143E-06,8.55722E-05,
Lneg_g10987,2165.366777,-1.24232906,0.303481777,15.45155457,8.46473E-05,0.000916926,
Lneg_g03844,849.0831487,-1.242245844,0.382111915,8.287884785,0.003991045,0.019803808,
Lneg_g06863,26.62294173,-1.241330583,0.403841655,7.751769752,0.005365993,0.024954931,
Lneg_g05474,193.541797,-1.241058118,0.234085538,24.00057146,9.63071E-07,2.40065E-05,
Lneg_g14729,72.79536563,-1.241052109,0.31938308,12.55423913,0.000395309,0.003137003,
Lneg_g16624,67.7075012,-1.238911065,0.365768119,9.813083445,0.001732748,0.010260887,
Lneg_g02449,16494.72437,-1.237114028,0.241442137,24.60276343,7.04506E-07,1.8895E-05,
Lneg_FASg108,342.571554,-1.23603716,0.313167936,12.98970038,0.000313209,0.002637478,
Lneg_g01822,49.96033717,-1.226841366,0.449836057,6.401571907,0.011401937,0.045172819,
Lneg_g01261,5830.813028,-1.223316642,0.239116559,24.25878346,8.42221E-07,2.16565E-05,
Lneg_g08507,264.7766462,-1.220906765,0.267527528,18.20660724,1.9819E-05,0.000290807,
Lneg_g08952,137.819523,-1.218697416,0.276583872,16.167044,5.79944E-05,0.000682658,
Lneg_g11382,38.22421048,-1.210781948,0.272070497,18.40913159,1.78202E-05,0.000266649,
